50 15
0 1 0.0
0 2 9.0
0 3 4.0
0 4 9.0
0 5 4.0
0 6 3.0
0 7 4.0
0 8 3.0
0 9 7.0
0 10 5.0
0 11 5.0
0 12 8.0
0 13 7.0
0 14 5.0
0 15 4.0
0 16 1.0
0 17 3.0
0 18 1.0
0 19 6.0
0 20 3.0
0 21 0.0
0 22 0.0
0 23 1.0
0 24 1.0
0 25 3.0
0 26 8.0
0 27 6.0
0 28 8.0
0 29 4.0
0 30 3.0
0 31 3.0
0 32 0.0
0 33 9.0
0 34 9.0
0 35 5.0
0 36 3.0
0 37 9.0
0 38 7.0
0 39 6.0
0 40 4.0
0 41 7.0
0 42 1.0
0 43 6.0
0 44 8.0
0 45 1.0
0 46 2.0
0 47 4.0
0 48 1.0
0 49 3.0
1 2 5.0
1 3 5.0
1 4 0.0
1 5 0.0
1 6 2.0
1 7 1.0
1 8 4.0
1 9 8.0
1 10 2.0
1 11 4.0
1 12 3.0
1 13 2.0
1 14 6.0
1 15 1.0
1 16 6.0
1 17 7.0
1 18 8.0
1 19 4.0
1 20 8.0
1 21 8.0
1 22 5.0
1 23 3.0
1 24 7.0
1 25 5.0
1 26 7.0
1 27 4.0
1 28 1.0
1 29 5.0
1 30 6.0
1 31 4.0
1 32 5.0
1 33 4.0
1 34 1.0
1 35 8.0
1 36 0.0
1 37 6.0
1 38 3.0
1 39 0.0
1 40 5.0
1 41 2.0
1 42 8.0
1 43 9.0
1 44 0.0
1 45 5.0
1 46 6.0
1 47 3.0
1 48 7.0
1 49 3.0
2 3 7.0
2 4 2.0
2 5 1.0
2 6 7.0
2 7 7.0
2 8 7.0
2 9 4.0
2 10 9.0
2 11 9.0
2 12 2.0
2 13 5.0
2 14 1.0
2 15 5.0
2 16 8.0
2 17 9.0
2 18 7.0
2 19 6.0
2 20 5.0
2 21 7.0
2 22 3.0
2 23 3.0
2 24 7.0
2 25 7.0
2 26 3.0
2 27 4.0
2 28 8.0
2 29 8.0
2 30 4.0
2 31 2.0
2 32 8.0
2 33 6.0
2 34 5.0
2 35 0.0
2 36 2.0
2 37 0.0
2 38 7.0
2 39 1.0
2 40 0.0
2 41 5.0
2 42 9.0
2 43 7.0
2 44 5.0
2 45 1.0
2 46 6.0
2 47 0.0
2 48 4.0
2 49 9.0
3 4 2.0
3 5 0.0
3 6 1.0
3 7 8.0
3 8 2.0
3 9 9.0
3 10 5.0
3 11 3.0
3 12 9.0
3 13 4.0
3 14 7.0
3 15 1.0
3 16 4.0
3 17 7.0
3 18 3.0
3 19 8.0
3 20 6.0
3 21 1.0
3 22 6.0
3 23 1.0
3 24 2.0
3 25 0.0
3 26 6.0
3 27 8.0
3 28 0.0
3 29 7.0
3 30 5.0
3 31 1.0
