25 2
0 1 3.0
0 2 8.0
0 3 9.0
0 4 4.0
0 5 5.0
0 6 7.0
0 7 2.0
0 8 7.0
0 9 9.0
0 10 9.0
0 11 6.0
0 12 3.0
0 13 5.0
0 14 4.0
0 15 1.0
0 16 1.0
0 17 8.0
0 18 4.0
0 19 4.0
0 20 9.0
0 21 8.0
0 22 4.0
0 23 2.0
0 24 6.0
1 2 1.0
1 3 6.0
1 4 7.0
1 5 6.0
1 6 9.0
1 7 5.0
1 8 9.0
1 9 0.0
1 10 3.0
1 11 3.0
1 12 6.0
1 13 6.0
1 14 6.0
1 15 4.0
1 16 3.0
1 17 1.0
1 18 0.0
1 19 1.0
1 20 9.0
1 21 0.0
1 22 7.0
1 23 1.0
1 24 1.0
2 3 2.0
2 4 1.0
2 5 3.0
2 6 5.0
2 7 1.0
2 8 4.0
2 9 5.0
2 10 0.0
2 11 7.0
2 12 2.0
2 13 5.0
2 14 8.0
2 15 0.0
2 16 6.0
2 17 8.0
2 18 9.0
2 19 0.0
2 20 4.0
2 21 0.0
2 22 7.0
2 23 1.0
2 24 0.0
3 4 2.0
3 5 0.0
3 6 1.0
3 7 2.0
3 8 8.0
3 9 8.0
3 10 9.0
3 11 1.0
3 12 2.0
3 13 0.0
3 14 3.0
3 15 8.0
3 16 4.0
3 17 4.0
3 18 3.0
3 19 9.0
3 20 8.0
3 21 7.0
3 22 7.0
3 23 8.0
3 24 7.0
4 5 4.0
4 6 5.0
4 7 8.0
4 8 3.0
4 9 8.0
4 10 7.0
4 11 7.0
4 12 5.0
4 13 7.0
4 14 5.0
4 15 8.0
4 16 3.0
4 17 6.0
4 18 7.0
4 19 5.0
4 20 4.0
4 21 3.0
4 22 0.0
4 23 4.0
4 24 0.0
5 6 7.0
5 7 7.0
5 8 9.0
5 9 2.0
5 10 4.0
5 11 9.0
5 12 7.0
5 13 5.0
5 14 5.0
5 15 9.0
5 16 5.0
5 17 6.0
5 18 4.0
5 19 1.0
5 20 9.0
5 21 9.0
5 22 5.0
5 23 6.0
5 24 9.0
6 7 4.0
6 8 6.0
6 9 1.0
6 10 8.0
6 11 0.0
6 12 2.0
6 13 1.0
6 14 9.0
6 15 1.0
6 16 1.0
6 17 8.0
6 18 3.0
6 19 1.0
6 20 0.0
6 21 7.0
6 22 1.0
6 23 3.0
6 24 8.0
7 8 9.0
7 9 5.0
7 10 1.0
7 11 0.0
7 12 3.0
7 13 3.0
7 14 4.0
7 15 0.0
7 16 3.0
7 17 8.0
7 18 1.0
7 19 4.0
7 20 2.0
7 21 2.0
7 22 1.0
7 23 5.0
7 24 0.0
8 9 1.0
8 10 0.0
8 11 1.0
8 12 8.0
8 13 8.0
8 14 7.0
8 15 3.0
8 16 2.0
8 17 2.0
8 18 2.0
8 19 1.0
8 20 3.0
8 21 2.0
8 22 7.0
8 23 9.0
8 24 2.0
9 10 0.0
9 11 8.0
9 12 4.0
9 13 7.0
9 14 7.0
9 15 1.0
9 16 9.0
9 17 2.0
9 18 0.0
9 19 0.0
9 20 9.0
9 21 8.0
9 22 4.0
9 23 8.0
9 24 7.0
10 11 8.0
10 12 4.0
10 13 3.0
10 14 5.0
10 15 7.0
10 16 3.0
10 17 1.0
10 18 6.0
10 19 8.0
10 20 3.0
10 21 5.0
10 22 6.0
10 23 9.0
10 24 8.0
11 12 1.0
11 13 9.0
11 14 2.0
11 15 4.0
11 16 3.0
11 17 8.0
11 18 0.0
11 19 9.0
11 20 8.0
11 21 0.0
11 22 9.0
11 23 1.0
11 24 6.0
12 13 1.0
12 14 7.0
12 15 9.0
12 16 3.0
12 17 8.0
12 18 7.0
12 19 8.0
12 20 7.0
12 21 1.0
12 22 0.0
12 23 3.0
12 24 3.0
13 14 1.0
13 15 2.0
13 16 6.0
13 17 9.0
13 18 5.0
13 19 8.0
13 20 5.0
13 21 0.0
13 22 7.0
13 23 2.0
13 24 0.0
14 15 9.0
14 16 7.0
14 17 4.0
14 18 1.0
14 19 5.0
14 20 0.0
14 21 6.0
14 22 0.0
14 23 9.0
14 24 8.0
15 16 9.0
15 17 5.0
15 18 8.0
15 19 9.0
15 20 4.0
15 21 6.0
15 22 1.0
15 23 7.0
15 24 7.0
16 17 7.0
16 18 0.0
16 19 8.0
16 20 7.0
16 21 0.0
16 22 7.0
16 23 9.0
16 24 4.0
17 18 4.0
17 19 4.0
17 20 8.0
17 21 5.0
17 22 5.0
17 23 7.0
17 24 9.0
18 19 5.0
18 20 4.0
18 21 5.0
18 22 8.0
18 23 9.0
18 24 2.0
19 20 8.0
19 21 3.0
19 22 6.0
19 23 9.0
19 24 7.0
20 21 4.0
20 22 6.0
20 23 2.0
20 24 5.0
21 22 1.0
21 23 5.0
21 24 5.0
22 23 8.0
22 24 2.0
23 24 4.0
