125 12
0 1 5.0
0 2 1.0
0 3 3.0
0 4 5.0
0 5 0.0
0 6 5.0
0 7 4.0
0 8 4.0
0 9 1.0
0 10 0.0
0 11 3.0
0 12 2.0
0 13 7.0
0 14 6.0
0 15 4.0
0 16 8.0
0 17 1.0
0 18 2.0
0 19 7.0
0 20 0.0
0 21 4.0
0 22 9.0
0 23 0.0
0 24 1.0
0 25 0.0
0 26 7.0
0 27 1.0
0 28 0.0
0 29 7.0
0 30 8.0
0 31 6.0
0 32 7.0
0 33 9.0
0 34 2.0
0 35 3.0
0 36 8.0
0 37 0.0
0 38 1.0
0 39 4.0
0 40 6.0
0 41 5.0
0 42 9.0
0 43 1.0
0 44 5.0
0 45 2.0
0 46 4.0
0 47 2.0
0 48 2.0
0 49 6.0
0 50 8.0
0 51 2.0
0 52 0.0
0 53 7.0
0 54 3.0
0 55 5.0
0 56 4.0
0 57 4.0
0 58 3.0
0 59 0.0
0 60 9.0
0 61 4.0
0 62 5.0
0 63 1.0
0 64 5.0
0 65 3.0
0 66 3.0
0 67 0.0
0 68 9.0
0 69 9.0
0 70 4.0
0 71 3.0
0 72 8.0
0 73 5.0
0 74 2.0
0 75 1.0
0 76 0.0
0 77 8.0
0 78 8.0
0 79 4.0
0 80 1.0
0 81 9.0
0 82 7.0
0 83 4.0
0 84 0.0
0 85 9.0
0 86 0.0
0 87 4.0
0 88 8.0
0 89 5.0
0 90 5.0
0 91 8.0
0 92 0.0
0 93 9.0
0 94 2.0
0 95 5.0
0 96 7.0
0 97 4.0
0 98 6.0
0 99 3.0
0 100 7.0
0 101 6.0
0 102 4.0
0 103 4.0
0 104 8.0
0 105 6.0
0 106 2.0
0 107 0.0
0 108 4.0
0 109 2.0
0 110 4.0
0 111 6.0
0 112 1.0
0 113 3.0
0 114 0.0
0 115 9.0
0 116 0.0
0 117 5.0
0 118 2.0
0 119 9.0
0 120 8.0
0 121 3.0
0 122 3.0
0 123 1.0
0 124 1.0
1 2 1.0
1 3 0.0
1 4 2.0
1 5 7.0
1 6 1.0
1 7 6.0
1 8 6.0
1 9 6.0
1 10 0.0
1 11 8.0
1 12 0.0
1 13 9.0
1 14 0.0
1 15 2.0
1 16 5.0
1 17 6.0
1 18 7.0
1 19 0.0
1 20 1.0
1 21 8.0
1 22 0.0
1 23 6.0
1 24 1.0
1 25 2.0
1 26 0.0
1 27 4.0
1 28 0.0
1 29 0.0
1 30 9.0
1 31 8.0
1 32 4.0
1 33 1.0
1 34 8.0
1 35 3.0
1 36 1.0
1 37 7.0
1 38 6.0
1 39 3.0
1 40 1.0
1 41 5.0
1 42 3.0
1 43 0.0
1 44 3.0
1 45 3.0
1 46 2.0
1 47 1.0
1 48 2.0
1 49 6.0
1 50 0.0
1 51 0.0
1 52 5.0
1 53 5.0
1 54 5.0
1 55 9.0
1 56 1.0
1 57 1.0
1 58 9.0
1 59 6.0
1 60 0.0
1 61 0.0
1 62 8.0
1 63 4.0
1 64 7.0
1 65 7.0
1 66 1.0
1 67 7.0
1 68 8.0
1 69 6.0
1 70 4.0
1 71 1.0
1 72 7.0
