100 10
0 1 4.0
0 2 3.0
0 3 5.0
0 4 8.0
0 5 4.0
0 6 6.0
0 7 2.0
0 8 4.0
0 9 3.0
0 10 1.0
0 11 3.0
0 12 3.0
0 13 5.0
0 14 2.0
0 15 3.0
0 16 1.0
0 17 0.0
0 18 9.0
0 19 7.0
0 20 9.0
0 21 1.0
0 22 8.0
0 23 9.0
0 24 8.0
0 25 1.0
0 26 8.0
0 27 7.0
0 28 6.0
0 29 1.0
0 30 4.0
0 31 8.0
0 32 6.0
0 33 2.0
0 34 3.0
0 35 7.0
0 36 1.0
0 37 4.0
0 38 3.0
0 39 3.0
0 40 4.0
0 41 4.0
0 42 8.0
0 43 2.0
0 44 8.0
0 45 6.0
0 46 9.0
0 47 0.0
0 48 1.0
0 49 6.0
0 50 0.0
0 51 5.0
0 52 5.0
0 53 7.0
0 54 8.0
0 55 9.0
0 56 8.0
0 57 9.0
0 58 0.0
0 59 2.0
0 60 7.0
0 61 0.0
0 62 6.0
0 63 1.0
0 64 1.0
0 65 6.0
0 66 7.0
0 67 5.0
0 68 5.0
0 69 0.0
0 70 0.0
0 71 5.0
0 72 3.0
0 73 5.0
0 74 2.0
0 75 4.0
0 76 2.0
0 77 4.0
0 78 5.0
0 79 7.0
0 80 9.0
0 81 8.0
0 82 3.0
0 83 3.0
0 84 7.0
0 85 7.0
0 86 8.0
0 87 0.0
0 88 9.0
0 89 5.0
0 90 0.0
0 91 0.0
0 92 0.0
0 93 8.0
0 94 9.0
0 95 3.0
0 96 5.0
0 97 6.0
0 98 0.0
0 99 4.0
1 2 4.0
1 3 0.0
1 4 0.0
1 5 8.0
1 6 9.0
1 7 0.0
1 8 7.0
1 9 5.0
1 10 2.0
1 11 9.0
1 12 5.0
1 13 0.0
1 14 5.0
1 15 5.0
1 16 6.0
1 17 4.0
1 18 9.0
1 19 1.0
1 20 4.0
1 21 6.0
1 22 1.0
1 23 0.0
1 24 6.0
1 25 7.0
1 26 5.0
1 27 9.0
1 28 0.0
1 29 1.0
1 30 1.0
1 31 3.0
1 32 7.0
1 33 8.0
1 34 5.0
1 35 4.0
1 36 1.0
1 37 2.0
1 38 4.0
1 39 9.0
1 40 1.0
1 41 4.0
1 42 4.0
1 43 3.0
1 44 6.0
1 45 2.0
1 46 7.0
1 47 1.0
1 48 4.0
1 49 9.0
1 50 8.0
1 51 9.0
1 52 5.0
1 53 9.0
1 54 8.0
1 55 9.0
1 56 8.0
1 57 6.0
1 58 0.0
1 59 9.0
1 60 4.0
1 61 1.0
1 62 9.0
1 63 7.0
1 64 8.0
1 65 8.0
1 66 2.0
1 67 1.0
1 68 3.0
1 69 3.0
1 70 6.0
1 71 6.0
1 72 2.0
1 73 8.0
1 74 8.0
1 75 4.0
1 76 9.0
1 77 5.0
1 78 6.0
1 79 7.0
1 80 8.0
1 81 0.0
1 82 7.0
1 83 7.0
1 84 5.0
1 85 3.0
1 86 6.0
1 87 7.0
1 88 2.0
1 89 8.0
1 90 4.0
1 91 6.0
1 92 0.0
1 93 8.0
1 94 5.0
1 95 8.0
1 96 6.0
1 97 8.0
1 98 2.0
1 99 1.0
2 3 5.0
2 4 5.0
2 5 8.0
2 6 1.0
2 7 2.0
2 8 3.0
2 9 0.0
2 10 6.0
2 11 9.0
2 12 8.0
2 13 7.0
2 14 2.0
2 15 6.0
2 16 2.0
2 17 8.0
