125 12
0 1 6.0
0 2 5.0
0 3 8.0
0 4 8.0
0 5 4.0
0 6 2.0
0 7 8.0
0 8 5.0
0 9 7.0
0 10 9.0
0 11 5.0
0 12 9.0
0 13 0.0
0 14 8.0
0 15 6.0
0 16 2.0
0 17 7.0
0 18 7.0
0 19 3.0
0 20 1.0
0 21 8.0
0 22 8.0
0 23 8.0
0 24 3.0
0 25 0.0
0 26 6.0
0 27 0.0
0 28 6.0
0 29 9.0
0 30 9.0
0 31 0.0
0 32 6.0
0 33 0.0
0 34 0.0
0 35 9.0
0 36 4.0
0 37 9.0
0 38 0.0
0 39 1.0
0 40 7.0
0 41 3.0
0 42 4.0
0 43 2.0
0 44 3.0
0 45 3.0
0 46 1.0
0 47 3.0
0 48 5.0
0 49 7.0
0 50 8.0
0 51 9.0
0 52 3.0
0 53 5.0
0 54 7.0
0 55 4.0
0 56 0.0
0 57 0.0
0 58 2.0
0 59 5.0
0 60 6.0
0 61 2.0
0 62 6.0
0 63 5.0
0 64 5.0
0 65 7.0
0 66 2.0
0 67 9.0
0 68 9.0
0 69 6.0
0 70 4.0
0 71 2.0
0 72 6.0
0 73 9.0
0 74 3.0
0 75 5.0
0 76 3.0
0 77 2.0
0 78 8.0
0 79 7.0
0 80 6.0
0 81 5.0
0 82 9.0
0 83 9.0
0 84 2.0
0 85 4.0
0 86 4.0
0 87 5.0
0 88 0.0
0 89 4.0
0 90 2.0
0 91 0.0
0 92 3.0
0 93 8.0
0 94 7.0
0 95 3.0
0 96 5.0
0 97 0.0
0 98 7.0
0 99 9.0
0 100 1.0
0 101 3.0
0 102 7.0
0 103 4.0
0 104 9.0
0 105 0.0
0 106 3.0
0 107 4.0
0 108 1.0
0 109 3.0
0 110 8.0
0 111 3.0
0 112 6.0
0 113 4.0
0 114 4.0
0 115 4.0
0 116 0.0
0 117 3.0
0 118 2.0
0 119 9.0
0 120 0.0
0 121 5.0
0 122 3.0
0 123 9.0
0 124 4.0
1 2 1.0
1 3 9.0
1 4 6.0
1 5 2.0
1 6 8.0
1 7 8.0
1 8 5.0
1 9 7.0
1 10 1.0
1 11 5.0
1 12 0.0
1 13 1.0
1 14 2.0
1 15 3.0
1 16 9.0
1 17 7.0
1 18 1.0
1 19 4.0
1 20 9.0
1 21 2.0
1 22 8.0
1 23 3.0
1 24 7.0
1 25 0.0
1 26 1.0
1 27 3.0
1 28 4.0
1 29 9.0
1 30 6.0
1 31 2.0
1 32 0.0
1 33 9.0
1 34 8.0
1 35 5.0
1 36 5.0
1 37 1.0
1 38 4.0
1 39 2.0
1 40 0.0
1 41 2.0
1 42 0.0
1 43 8.0
1 44 6.0
1 45 8.0
1 46 5.0
1 47 5.0
1 48 9.0
1 49 4.0
1 50 6.0
1 51 3.0
1 52 9.0
1 53 3.0
1 54 0.0
1 55 4.0
1 56 6.0
1 57 9.0
1 58 8.0
1 59 8.0
1 60 2.0
1 61 1.0
1 62 6.0
1 63 9.0
1 64 8.0
1 65 4.0
1 66 0.0
1 67 4.0
1 68 1.0
1 69 0.0
1 70 5.0
1 71 7.0
1 72 9.0
1 73 3.0
1 74 8.0
1 75 4.0
1 76 1.0
1 77 9.0
1 78 6.0
1 79 8.0
1 80 4.0
1 81 8.0
1 82 5.0
1 83 9.0
1 84 2.0
1 85 9.0
1 86 6.0
1 87 9.0
1 88 7.0
1 89 1.0
1 90 2.0
1 91 8.0
1 92 2.0
1 93 5.0
1 94 0.0
1 95 1.0
1 96 2.0
1 97 0.0
1 98 1.0
1 99 3.0
1 100 9.0
1 101 1.0
1 102 2.0
1 103 7.0
1 104 6.0
1 105 6.0
1 106 9.0
1 107 5.0
1 108 0.0
1 109 8.0
1 110 5.0
1 111 6.0
1 112 8.0
1 113 5.0
1 114 6.0
1 115 1.0
1 116 5.0
1 117 0.0
1 118 4.0
1 119 2.0
1 120 3.0
1 121 7.0
1 122 3.0
1 123 6.0
1 124 5.0
2 3 8.0
2 4 6.0
2 5 8.0
2 6 2.0
2 7 5.0
2 8 4.0
2 9 3.0
2 10 7.0
2 11 9.0
2 12 4.0
2 13 5.0
2 14 7.0
2 15 5.0
2 16 9.0
2 17 8.0
2 18 5.0
2 19 6.0
2 20 8.0
2 21 7.0
2 22 8.0
2 23 9.0
2 24 5.0
2 25 0.0
2 26 7.0
2 27 8.0
2 28 9.0
2 29 1.0
2 30 3.0
2 31 0.0
2 32 1.0
2 33 7.0
2 34 5.0
2 35 2.0
2 36 7.0
2 37 5.0
2 38 8.0
2 39 6.0
2 40 0.0
2 41 4.0
2 42 9.0
2 43 7.0
2 44 3.0
2 45 3.0
2 46 8.0
2 47 0.0
2 48 4.0
2 49 9.0
2 50 4.0
2 51 6.0
2 52 0.0
2 53 0.0
2 54 5.0
2 55 2.0
2 56 4.0
2 57 8.0
2 58 6.0
2 59 8.0
2 60 1.0
2 61 3.0
2 62 7.0
2 63 5.0
2 64 8.0
2 65 6.0
2 66 0.0
2 67 2.0
2 68 5.0
2 69 4.0
2 70 5.0
2 71 3.0
2 72 5.0
2 73 7.0
2 74 4.0
2 75 3.0
2 76 4.0
2 77 5.0
2 78 8.0
2 79 5.0
2 80 6.0
2 81 9.0
2 82 8.0
2 83 2.0
2 84 4.0
2 85 9.0
2 86 9.0
2 87 9.0
2 88 3.0
2 89 0.0
2 90 0.0
2 91 4.0
2 92 6.0
2 93 8.0
2 94 7.0
2 95 6.0
2 96 4.0
2 97 7.0
2 98 4.0
2 99 1.0
2 100 5.0
2 101 0.0
2 102 5.0
2 103 8.0
2 104 3.0
2 105 1.0
2 106 7.0
2 107 6.0
2 108 1.0
2 109 7.0
2 110 0.0
2 111 5.0
2 112 1.0
2 113 1.0
2 114 8.0
2 115 1.0
2 116 7.0
2 117 1.0
2 118 2.0
2 119 9.0
2 120 8.0
2 121 4.0
2 122 2.0
2 123 0.0
2 124 9.0
3 4 0.0
3 5 7.0
3 6 1.0
3 7 7.0
3 8 7.0
3 9 3.0
3 10 0.0
3 11 5.0
3 12 8.0
3 13 2.0
3 14 6.0
3 15 2.0
3 16 2.0
3 17 1.0
3 18 1.0
3 19 9.0
3 20 1.0
3 21 0.0
3 22 7.0
3 23 1.0
3 24 3.0
3 25 8.0
3 26 2.0
3 27 6.0
3 28 7.0
3 29 5.0
3 30 8.0
3 31 5.0
3 32 0.0
3 33 7.0
3 34 7.0
3 35 5.0
3 36 9.0
3 37 6.0
3 38 2.0
3 39 8.0
3 40 1.0
3 41 5.0
3 42 2.0
3 43 0.0
3 44 8.0
3 45 3.0
3 46 9.0
3 47 4.0
3 48 9.0
3 49 0.0
3 50 3.0
3 51 2.0
3 52 3.0
3 53 0.0
3 54 5.0
3 55 9.0
3 56 4.0
3 57 0.0
3 58 8.0
3 59 2.0
3 60 4.0
3 61 0.0
3 62 4.0
3 63 8.0
3 64 4.0
3 65 1.0
3 66 8.0
3 67 6.0
3 68 1.0
3 69 5.0
3 70 0.0
3 71 1.0
3 72 8.0
3 73 1.0
3 74 5.0
3 75 4.0
3 76 8.0
3 77 1.0
3 78 1.0
3 79 3.0
3 80 6.0
3 81 2.0
3 82 3.0
3 83 3.0
3 84 9.0
3 85 8.0
3 86 3.0
3 87 1.0
3 88 6.0
3 89 9.0
3 90 5.0
3 91 2.0
3 92 3.0
3 93 5.0
3 94 1.0
3 95 3.0
3 96 2.0
3 97 0.0
3 98 6.0
3 99 2.0
3 100 7.0
3 101 2.0
3 102 1.0
3 103 9.0
3 104 7.0
3 105 8.0
3 106 5.0
3 107 4.0
3 108 3.0
3 109 8.0
3 110 8.0
3 111 5.0
3 112 6.0
3 113 4.0
3 114 5.0
3 115 1.0
3 116 2.0
3 117 3.0
3 118 9.0
3 119 8.0
3 120 5.0
3 121 4.0
3 122 4.0
3 123 2.0
3 124 4.0
4 5 5.0
4 6 7.0
4 7 8.0
4 8 7.0
4 9 3.0
4 10 4.0
4 11 6.0
4 12 1.0
4 13 5.0
4 14 9.0
4 15 6.0
4 16 3.0
4 17 2.0
4 18 1.0
4 19 8.0
4 20 9.0
4 21 2.0
4 22 9.0
4 23 2.0
4 24 3.0
4 25 1.0
4 26 7.0
4 27 5.0
4 28 6.0
4 29 6.0
4 30 3.0
4 31 6.0
4 32 5.0
4 33 1.0
4 34 2.0
4 35 0.0
4 36 2.0
4 37 1.0
4 38 7.0
4 39 1.0
4 40 3.0
4 41 3.0
4 42 2.0
4 43 0.0
4 44 5.0
4 45 3.0
4 46 5.0
4 47 2.0
4 48 2.0
4 49 7.0
4 50 6.0
4 51 5.0
4 52 4.0
4 53 5.0
4 54 4.0
4 55 6.0
4 56 7.0
4 57 7.0
4 58 2.0
4 59 7.0
4 60 7.0
4 61 1.0
4 62 4.0
4 63 4.0
4 64 4.0
4 65 9.0
4 66 3.0
4 67 5.0
4 68 7.0
4 69 9.0
4 70 1.0
4 71 8.0
4 72 7.0
4 73 6.0
4 74 8.0
4 75 6.0
4 76 9.0
4 77 1.0
4 78 9.0
4 79 4.0
4 80 1.0
4 81 1.0
4 82 3.0
4 83 6.0
4 84 4.0
4 85 6.0
4 86 1.0
4 87 8.0
4 88 7.0
4 89 4.0
4 90 3.0
4 91 5.0
4 92 1.0
4 93 1.0
4 94 8.0
4 95 4.0
4 96 5.0
4 97 5.0
4 98 4.0
4 99 9.0
4 100 3.0
4 101 1.0
4 102 1.0
4 103 5.0
4 104 8.0
4 105 1.0
4 106 7.0
4 107 7.0
4 108 7.0
4 109 1.0
4 110 5.0
4 111 0.0
4 112 5.0
4 113 8.0
4 114 0.0
4 115 2.0
4 116 5.0
4 117 0.0
4 118 9.0
4 119 6.0
4 120 7.0
4 121 1.0
