50 5
0 1 0.0
0 2 2.0
0 3 8.0
0 4 3.0
0 5 0.0
0 6 1.0
0 7 5.0
0 8 7.0
0 9 2.0
0 10 9.0
0 11 2.0
0 12 8.0
0 13 1.0
0 14 8.0
0 15 1.0
0 16 0.0
0 17 9.0
0 18 4.0
0 19 7.0
0 20 0.0
0 21 3.0
0 22 0.0
0 23 6.0
0 24 5.0
0 25 8.0
0 26 3.0
0 27 5.0
0 28 2.0
0 29 6.0
0 30 7.0
0 31 8.0
0 32 6.0
0 33 0.0
0 34 8.0
0 35 2.0
0 36 2.0
0 37 0.0
0 38 4.0
0 39 0.0
0 40 9.0
0 41 1.0
0 42 7.0
0 43 4.0
0 44 8.0
0 45 7.0
0 46 8.0
0 47 8.0
0 48 2.0
0 49 0.0
1 2 5.0
1 3 6.0
1 4 6.0
1 5 1.0
1 6 6.0
1 7 7.0
1 8 2.0
1 9 8.0
1 10 9.0
1 11 9.0
1 12 4.0
1 13 1.0
1 14 2.0
1 15 6.0
1 16 9.0
1 17 9.0
1 18 2.0
1 19 1.0
1 20 5.0
1 21 7.0
1 22 2.0
1 23 5.0
1 24 1.0
1 25 8.0
1 26 1.0
1 27 5.0
1 28 6.0
1 29 1.0
1 30 1.0
1 31 1.0
1 32 9.0
1 33 4.0
1 34 8.0
1 35 8.0
1 36 4.0
1 37 4.0
1 38 0.0
1 39 8.0
1 40 9.0
1 41 5.0
1 42 5.0
1 43 9.0
1 44 6.0
1 45 5.0
1 46 4.0
1 47 7.0
1 48 7.0
1 49 6.0
2 3 1.0
2 4 7.0
2 5 9.0
2 6 3.0
2 7 1.0
2 8 5.0
2 9 2.0
2 10 1.0
2 11 0.0
2 12 1.0
2 13 3.0
2 14 7.0
2 15 2.0
2 16 0.0
2 17 7.0
2 18 8.0
2 19 2.0
2 20 6.0
2 21 4.0
2 22 2.0
2 23 4.0
2 24 5.0
2 25 3.0
2 26 3.0
2 27 4.0
2 28 8.0
2 29 1.0
2 30 1.0
2 31 6.0
2 32 7.0
2 33 1.0
2 34 5.0
2 35 1.0
2 36 1.0
2 37 9.0
2 38 7.0
2 39 1.0
2 40 9.0
2 41 8.0
2 42 5.0
2 43 0.0
2 44 6.0
2 45 2.0
2 46 7.0
2 47 3.0
2 48 7.0
2 49 2.0
3 4 3.0
3 5 6.0
3 6 7.0
3 7 6.0
3 8 1.0
3 9 7.0
3 10 5.0
3 11 1.0
3 12 6.0
3 13 7.0
3 14 9.0
3 15 2.0
3 16 6.0
3 17 0.0
3 18 3.0
3 19 2.0
3 20 5.0
3 21 6.0
3 22 0.0
3 23 4.0
3 24 5.0
3 25 7.0
3 26 9.0
3 27 7.0
3 28 5.0
3 29 4.0
3 30 3.0
3 31 7.0
3 32 8.0
3 33 6.0
3 34 7.0
3 35 7.0
3 36 9.0
3 37 4.0
3 38 8.0
3 39 4.0
3 40 9.0
3 41 1.0
3 42 5.0
3 43 7.0
3 44 4.0
3 45 0.0
3 46 7.0
3 47 4.0
3 48 6.0
3 49 8.0
4 5 6.0
4 6 5.0
4 7 8.0
4 8 0.0
4 9 5.0
4 10 6.0
4 11 5.0
4 12 5.0
4 13 1.0
4 14 3.0
4 15 9.0
4 16 8.0
4 17 9.0
4 18 2.0
4 19 2.0
4 20 4.0
4 21 8.0
4 22 0.0
4 23 6.0
4 24 2.0
4 25 4.0
4 26 7.0
4 27 5.0
4 28 0.0
4 29 2.0
4 30 2.0
4 31 7.0
4 32 9.0
4 33 1.0
4 34 6.0
4 35 1.0
4 36 5.0
4 37 0.0
4 38 3.0
4 39 7.0
4 40 4.0
4 41 5.0
4 42 6.0
4 43 7.0
4 44 4.0
4 45 5.0
4 46 8.0
4 47 3.0
4 48 9.0
4 49 7.0
5 6 8.0
5 7 3.0
5 8 7.0
5 9 7.0
5 10 6.0
5 11 5.0
5 12 9.0
5 13 3.0
5 14 3.0
5 15 1.0
5 16 1.0
5 17 5.0
5 18 1.0
5 19 8.0
5 20 2.0
5 21 8.0
5 22 0.0
5 23 8.0
5 24 3.0
5 25 7.0
5 26 2.0
5 27 2.0
5 28 5.0
5 29 9.0
5 30 2.0
5 31 4.0
5 32 0.0
5 33 5.0
5 34 3.0
5 35 8.0
5 36 8.0
5 37 7.0
5 38 1.0
5 39 4.0
5 40 3.0
5 41 0.0
5 42 2.0
5 43 3.0
5 44 5.0
5 45 8.0
5 46 2.0
5 47 1.0
5 48 2.0
5 49 6.0
6 7 5.0
6 8 2.0
6 9 0.0
6 10 9.0
6 11 5.0
6 12 2.0
6 13 8.0
6 14 1.0
6 15 3.0
6 16 8.0
6 17 6.0
6 18 4.0
6 19 8.0
6 20 5.0
6 21 1.0
6 22 8.0
6 23 0.0
6 24 1.0
6 25 7.0
6 26 8.0
6 27 3.0
6 28 2.0
6 29 4.0
6 30 5.0
6 31 7.0
6 32 4.0
6 33 2.0
6 34 5.0
6 35 0.0
6 36 8.0
6 37 9.0
6 38 5.0
6 39 9.0
6 40 3.0
6 41 9.0
6 42 9.0
6 43 9.0
6 44 9.0
6 45 9.0
6 46 6.0
6 47 3.0
6 48 4.0
6 49 3.0
7 8 5.0
7 9 8.0
7 10 2.0
7 11 6.0
7 12 1.0
7 13 2.0
7 14 7.0
7 15 8.0
7 16 8.0
7 17 8.0
7 18 7.0
7 19 4.0
7 20 4.0
7 21 7.0
7 22 1.0
7 23 0.0
7 24 5.0
7 25 1.0
7 26 8.0
7 27 9.0
7 28 2.0
7 29 5.0
7 30 1.0
7 31 7.0
7 32 1.0
7 33 0.0
7 34 1.0
7 35 8.0
7 36 0.0
7 37 3.0
7 38 4.0
7 39 7.0
7 40 1.0
7 41 4.0
7 42 6.0
7 43 3.0
7 44 0.0
7 45 4.0
7 46 0.0
7 47 1.0
7 48 4.0
7 49 8.0
8 9 1.0
8 10 0.0
8 11 7.0
8 12 1.0
8 13 1.0
8 14 5.0
8 15 2.0
8 16 8.0
8 17 3.0
8 18 6.0
8 19 6.0
8 20 0.0
8 21 6.0
8 22 7.0
8 23 8.0
8 24 9.0
8 25 2.0
8 26 9.0
8 27 5.0
8 28 0.0
8 29 9.0
8 30 3.0
8 31 7.0
8 32 7.0
8 33 3.0
8 34 4.0
8 35 0.0
8 36 4.0
8 37 2.0
8 38 4.0
8 39 0.0
8 40 3.0
8 41 5.0
8 42 9.0
8 43 6.0
8 44 0.0
8 45 8.0
8 46 3.0
8 47 9.0
8 48 1.0
8 49 8.0
9 10 6.0
9 11 2.0
9 12 7.0
9 13 0.0
9 14 0.0
9 15 7.0
9 16 2.0
9 17 7.0
9 18 7.0
9 19 1.0
9 20 0.0
9 21 5.0
9 22 5.0
9 23 8.0
9 24 7.0
9 25 3.0
9 26 3.0
9 27 2.0
9 28 7.0
9 29 8.0
9 30 6.0
9 31 5.0
9 32 0.0
9 33 8.0
9 34 1.0
9 35 8.0
9 36 1.0
9 37 2.0
9 38 0.0
9 39 3.0
9 40 6.0
9 41 2.0
9 42 0.0
9 43 2.0
9 44 9.0
9 45 3.0
9 46 3.0
9 47 7.0
9 48 6.0
9 49 3.0
10 11 2.0
10 12 0.0
10 13 4.0
10 14 6.0
10 15 4.0
10 16 0.0
10 17 2.0
10 18 7.0
10 19 2.0
10 20 0.0
10 21 9.0
10 22 5.0
10 23 0.0
10 24 6.0
10 25 3.0
10 26 8.0
10 27 4.0
10 28 7.0
10 29 3.0
10 30 8.0
10 31 6.0
10 32 5.0
10 33 9.0
10 34 6.0
10 35 6.0
10 36 1.0
10 37 5.0
10 38 2.0
10 39 8.0
10 40 9.0
10 41 0.0
10 42 2.0
10 43 8.0
10 44 1.0
10 45 6.0
10 46 5.0
10 47 1.0
10 48 6.0
10 49 8.0
11 12 9.0
11 13 4.0
11 14 1.0
11 15 7.0
11 16 4.0
11 17 1.0
11 18 8.0
11 19 8.0
11 20 5.0
11 21 4.0
11 22 2.0
11 23 0.0
11 24 5.0
11 25 5.0
11 26 6.0
11 27 0.0
11 28 9.0
11 29 2.0
11 30 3.0
11 31 6.0
11 32 4.0
11 33 2.0
11 34 9.0
11 35 2.0
11 36 8.0
11 37 1.0
11 38 5.0
11 39 2.0
11 40 7.0
11 41 6.0
11 42 4.0
11 43 1.0
11 44 2.0
11 45 0.0
11 46 1.0
11 47 9.0
11 48 9.0
11 49 9.0
12 13 8.0
12 14 7.0
12 15 9.0
12 16 8.0
