125 12
0 1 0.0
0 2 2.0
0 3 1.0
0 4 5.0
0 5 1.0
0 6 0.0
0 7 2.0
0 8 2.0
0 9 5.0
0 10 3.0
0 11 9.0
0 12 5.0
0 13 9.0
0 14 3.0
0 15 2.0
0 16 0.0
0 17 7.0
0 18 9.0
0 19 6.0
0 20 2.0
0 21 1.0
0 22 7.0
0 23 5.0
0 24 8.0
0 25 1.0
0 26 1.0
0 27 4.0
0 28 4.0
0 29 1.0
0 30 0.0
0 31 5.0
0 32 3.0
0 33 5.0
0 34 9.0
0 35 8.0
0 36 2.0
0 37 1.0
0 38 0.0
0 39 2.0
0 40 0.0
0 41 4.0
0 42 3.0
0 43 2.0
0 44 2.0
0 45 2.0
0 46 1.0
0 47 1.0
0 48 0.0
0 49 9.0
0 50 1.0
0 51 5.0
0 52 7.0
0 53 3.0
0 54 7.0
0 55 8.0
0 56 6.0
0 57 8.0
0 58 6.0
0 59 7.0
0 60 8.0
0 61 0.0
0 62 8.0
0 63 2.0
0 64 9.0
0 65 6.0
0 66 2.0
0 67 6.0
0 68 1.0
0 69 3.0
0 70 1.0
0 71 8.0
0 72 9.0
0 73 8.0
0 74 7.0
0 75 1.0
0 76 6.0
0 77 2.0
0 78 2.0
0 79 6.0
0 80 7.0
0 81 6.0
0 82 9.0
0 83 7.0
0 84 9.0
0 85 6.0
0 86 7.0
0 87 5.0
0 88 3.0
0 89 4.0
0 90 9.0
0 91 1.0
0 92 6.0
0 93 1.0
0 94 3.0
0 95 5.0
0 96 7.0
0 97 0.0
0 98 9.0
0 99 8.0
0 100 7.0
0 101 5.0
0 102 6.0
0 103 5.0
0 104 1.0
0 105 2.0
0 106 6.0
0 107 7.0
0 108 9.0
0 109 1.0
0 110 2.0
0 111 6.0
0 112 4.0
0 113 2.0
0 114 4.0
0 115 9.0
0 116 1.0
0 117 5.0
0 118 3.0
0 119 2.0
0 120 2.0
0 121 4.0
0 122 7.0
0 123 4.0
0 124 8.0
1 2 2.0
1 3 3.0
1 4 0.0
1 5 8.0
1 6 0.0
1 7 2.0
1 8 7.0
1 9 9.0
1 10 5.0
1 11 9.0
1 12 1.0
1 13 5.0
1 14 3.0
1 15 8.0
1 16 5.0
1 17 9.0
1 18 7.0
1 19 0.0
1 20 8.0
1 21 3.0
1 22 3.0
1 23 2.0
1 24 7.0
1 25 5.0
1 26 9.0
1 27 7.0
1 28 7.0
1 29 4.0
1 30 5.0
1 31 1.0
1 32 1.0
1 33 0.0
1 34 4.0
1 35 3.0
1 36 5.0
1 37 2.0
1 38 6.0
1 39 7.0
1 40 5.0
1 41 1.0
1 42 8.0
1 43 2.0
1 44 9.0
1 45 4.0
1 46 7.0
1 47 7.0
1 48 7.0
1 49 3.0
1 50 3.0
1 51 6.0
1 52 0.0
1 53 6.0
1 54 1.0
1 55 2.0
1 56 1.0
1 57 7.0
1 58 8.0
1 59 9.0
1 60 0.0
1 61 3.0
1 62 9.0
1 63 9.0
1 64 8.0
1 65 1.0
1 66 7.0
1 67 4.0
1 68 8.0
1 69 8.0
1 70 1.0
1 71 8.0
1 72 3.0
1 73 3.0
1 74 6.0
1 75 9.0
1 76 4.0
1 77 3.0
1 78 4.0
1 79 5.0
1 80 5.0
1 81 8.0
1 82 8.0
1 83 4.0
1 84 8.0
1 85 7.0
1 86 4.0
1 87 8.0
1 88 4.0
1 89 9.0
1 90 2.0
1 91 9.0
1 92 2.0
1 93 4.0
1 94 2.0
1 95 4.0
1 96 2.0
1 97 7.0
1 98 5.0
1 99 1.0
1 100 1.0
1 101 9.0
1 102 0.0
1 103 3.0
1 104 9.0
1 105 4.0
1 106 5.0
1 107 4.0
1 108 4.0
1 109 5.0
1 110 4.0
1 111 5.0
1 112 0.0
1 113 2.0
1 114 4.0
1 115 0.0
1 116 5.0
1 117 5.0
1 118 6.0
1 119 5.0
1 120 2.0
1 121 9.0
1 122 3.0
1 123 6.0
1 124 9.0
2 3 6.0
2 4 1.0
2 5 4.0
2 6 8.0
2 7 3.0
2 8 7.0
2 9 7.0
2 10 6.0
2 11 6.0
2 12 1.0
2 13 4.0
2 14 0.0
2 15 4.0
2 16 2.0
2 17 2.0
2 18 3.0
2 19 4.0
2 20 0.0
2 21 2.0
2 22 5.0
2 23 8.0
2 24 3.0
2 25 3.0
2 26 0.0
2 27 2.0
2 28 7.0
2 29 8.0
2 30 5.0
2 31 0.0
2 32 0.0
2 33 4.0
2 34 4.0
2 35 4.0
2 36 3.0
2 37 0.0
2 38 9.0
2 39 0.0
2 40 8.0
2 41 5.0
2 42 1.0
2 43 4.0
2 44 4.0
2 45 0.0
2 46 1.0
2 47 4.0
2 48 3.0
2 49 8.0
2 50 9.0
2 51 5.0
2 52 7.0
2 53 1.0
2 54 9.0
2 55 4.0
2 56 4.0
2 57 9.0
2 58 3.0
2 59 1.0
2 60 6.0
2 61 5.0
2 62 2.0
2 63 0.0
2 64 4.0
2 65 5.0
2 66 9.0
2 67 9.0
2 68 2.0
2 69 9.0
2 70 7.0
2 71 3.0
2 72 6.0
2 73 4.0
2 74 4.0
2 75 2.0
2 76 8.0
2 77 9.0
2 78 7.0
2 79 7.0
2 80 0.0
2 81 6.0
2 82 8.0
2 83 5.0
2 84 6.0
2 85 4.0
2 86 3.0
2 87 8.0
2 88 7.0
2 89 6.0
2 90 0.0
2 91 3.0
2 92 5.0
2 93 0.0
2 94 7.0
2 95 5.0
2 96 9.0
2 97 0.0
2 98 4.0
2 99 5.0
2 100 5.0
2 101 5.0
2 102 1.0
2 103 3.0
2 104 1.0
2 105 9.0
2 106 7.0
2 107 7.0
2 108 2.0
2 109 3.0
2 110 9.0
2 111 4.0
2 112 4.0
2 113 4.0
2 114 4.0
2 115 9.0
2 116 4.0
2 117 4.0
2 118 6.0
2 119 5.0
2 120 2.0
2 121 9.0
2 122 9.0
2 123 9.0
2 124 7.0
3 4 9.0
3 5 9.0
3 6 1.0
3 7 3.0
3 8 8.0
3 9 3.0
3 10 9.0
3 11 3.0
3 12 8.0
3 13 6.0
3 14 2.0
3 15 8.0
3 16 7.0
3 17 3.0
3 18 9.0
3 19 0.0
3 20 1.0
3 21 3.0
3 22 8.0
3 23 2.0
3 24 0.0
3 25 9.0
3 26 4.0
3 27 7.0
3 28 6.0
3 29 5.0
3 30 7.0
3 31 8.0
3 32 0.0
3 33 7.0
3 34 8.0
3 35 3.0
3 36 6.0
3 37 3.0
3 38 3.0
3 39 9.0
3 40 6.0
3 41 1.0
3 42 8.0
3 43 0.0
3 44 0.0
3 45 7.0
3 46 7.0
3 47 1.0
3 48 4.0
3 49 6.0
3 50 3.0
3 51 5.0
3 52 8.0
3 53 4.0
3 54 3.0
3 55 7.0
3 56 4.0
3 57 5.0
3 58 5.0
3 59 7.0
3 60 2.0
3 61 4.0
3 62 8.0
3 63 8.0
3 64 4.0
3 65 0.0
3 66 3.0
3 67 5.0
3 68 8.0
3 69 8.0
3 70 1.0
3 71 1.0
3 72 4.0
3 73 0.0
3 74 9.0
3 75 2.0
3 76 3.0
3 77 2.0
3 78 8.0
3 79 9.0
3 80 4.0
3 81 9.0
3 82 8.0
3 83 0.0
3 84 1.0
3 85 0.0
3 86 8.0
3 87 0.0
3 88 5.0
3 89 6.0
3 90 0.0
3 91 6.0
3 92 5.0
3 93 1.0
3 94 4.0
3 95 0.0
3 96 7.0
3 97 9.0
3 98 4.0
3 99 2.0
3 100 4.0
3 101 7.0
3 102 0.0
3 103 7.0
3 104 3.0
3 105 9.0
3 106 1.0
3 107 8.0
3 108 5.0
3 109 5.0
3 110 3.0
3 111 0.0
3 112 0.0
3 113 2.0
3 114 2.0
3 115 3.0
3 116 4.0
3 117 2.0
3 118 7.0
3 119 3.0
3 120 5.0
3 121 5.0
3 122 6.0
3 123 7.0
3 124 0.0
4 5 7.0
4 6 9.0
4 7 2.0
4 8 6.0
4 9 8.0
4 10 4.0
4 11 4.0
4 12 5.0
4 13 5.0
4 14 1.0
4 15 6.0
4 16 0.0
4 17 0.0
4 18 7.0
4 19 9.0
4 20 5.0
4 21 1.0
4 22 8.0
4 23 8.0
4 24 6.0
4 25 6.0
4 26 1.0
4 27 8.0
4 28 2.0
4 29 9.0
4 30 6.0
4 31 2.0
4 32 1.0
4 33 5.0
4 34 0.0
4 35 1.0
4 36 1.0
4 37 2.0
4 38 5.0
4 39 2.0
4 40 2.0
