150 45
0 1 5.0
0 2 1.0
0 3 2.0
0 4 1.0
0 5 8.0
0 6 7.0
0 7 4.0
0 8 7.0
0 9 8.0
0 10 8.0
0 11 6.0
0 12 4.0
0 13 3.0
0 14 4.0
0 15 7.0
0 16 6.0
0 17 1.0
0 18 8.0
0 19 3.0
0 20 9.0
0 21 7.0
0 22 1.0
0 23 8.0
0 24 7.0
0 25 8.0
0 26 8.0
0 27 0.0
0 28 2.0
0 29 9.0
0 30 1.0
0 31 9.0
0 32 9.0
0 33 5.0
0 34 0.0
0 35 0.0
0 36 7.0
0 37 4.0
0 38 4.0
0 39 3.0
0 40 9.0
0 41 2.0
0 42 2.0
0 43 3.0
0 44 3.0
0 45 5.0
0 46 8.0
0 47 8.0
0 48 1.0
0 49 9.0
0 50 8.0
0 51 8.0
0 52 8.0
0 53 7.0
0 54 4.0
0 55 2.0
0 56 3.0
0 57 9.0
0 58 1.0
0 59 1.0
0 60 1.0
0 61 3.0
0 62 3.0
0 63 3.0
0 64 8.0
0 65 7.0
0 66 3.0
0 67 0.0
0 68 4.0
0 69 3.0
0 70 1.0
0 71 4.0
0 72 1.0
0 73 6.0
0 74 7.0
0 75 1.0
0 76 6.0
0 77 5.0
0 78 3.0
0 79 2.0
0 80 2.0
0 81 1.0
0 82 3.0
0 83 3.0
0 84 5.0
0 85 7.0
0 86 9.0
0 87 6.0
0 88 5.0
0 89 5.0
0 90 6.0
0 91 5.0
0 92 7.0
0 93 1.0
0 94 0.0
0 95 6.0
0 96 4.0
0 97 2.0
0 98 7.0
0 99 4.0
0 100 3.0
0 101 0.0
0 102 8.0
0 103 0.0
0 104 3.0
0 105 9.0
0 106 0.0
0 107 3.0
0 108 6.0
0 109 1.0
0 110 2.0
0 111 3.0
0 112 6.0
0 113 4.0
0 114 3.0
0 115 6.0
0 116 1.0
0 117 5.0
0 118 6.0
0 119 6.0
0 120 1.0
0 121 8.0
0 122 2.0
0 123 7.0
0 124 1.0
0 125 3.0
0 126 7.0
0 127 6.0
0 128 2.0
0 129 6.0
0 130 7.0
0 131 3.0
0 132 3.0
0 133 2.0
0 134 6.0
0 135 8.0
0 136 1.0
0 137 5.0
0 138 2.0
0 139 8.0
0 140 2.0
0 141 4.0
0 142 8.0
0 143 6.0
0 144 3.0
0 145 3.0
0 146 1.0
0 147 8.0
0 148 4.0
0 149 7.0
1 2 1.0
1 3 8.0
1 4 5.0
1 5 4.0
1 6 8.0
1 7 8.0
1 8 4.0
1 9 4.0
1 10 4.0
1 11 8.0
1 12 2.0
1 13 8.0
1 14 5.0
1 15 2.0
1 16 7.0
1 17 7.0
1 18 8.0
1 19 3.0
1 20 2.0
1 21 9.0
1 22 5.0
1 23 2.0
1 24 4.0
1 25 5.0
1 26 8.0
1 27 7.0
1 28 8.0
1 29 9.0
1 30 4.0
1 31 3.0
1 32 7.0
1 33 1.0
1 34 8.0
1 35 1.0
1 36 5.0
1 37 2.0
1 38 2.0
1 39 4.0
1 40 6.0
1 41 7.0
1 42 7.0
1 43 0.0
1 44 3.0
1 45 7.0
1 46 5.0
1 47 0.0
