150 45
0 1 5.0
0 2 5.0
0 3 3.0
0 4 9.0
0 5 9.0
0 6 8.0
0 7 0.0
0 8 3.0
0 9 1.0
0 10 1.0
0 11 9.0
0 12 6.0
0 13 5.0
0 14 4.0
0 15 7.0
0 16 4.0
0 17 7.0
0 18 3.0
0 19 0.0
0 20 5.0
0 21 2.0
0 22 2.0
0 23 8.0
0 24 6.0
0 25 0.0
0 26 8.0
0 27 2.0
0 28 5.0
0 29 7.0
0 30 6.0
0 31 1.0
0 32 7.0
0 33 6.0
0 34 1.0
0 35 5.0
0 36 7.0
0 37 5.0
0 38 6.0
0 39 8.0
0 40 7.0
0 41 1.0
0 42 1.0
0 43 3.0
0 44 6.0
0 45 6.0
0 46 7.0
0 47 9.0
0 48 9.0
0 49 5.0
0 50 3.0
0 51 4.0
0 52 3.0
0 53 9.0
0 54 0.0
0 55 1.0
0 56 7.0
0 57 8.0
0 58 8.0
0 59 2.0
0 60 6.0
0 61 9.0
0 62 5.0
0 63 3.0
0 64 5.0
0 65 6.0
0 66 1.0
0 67 5.0
0 68 7.0
0 69 3.0
0 70 4.0
0 71 9.0
0 72 2.0
0 73 1.0
0 74 8.0
0 75 9.0
0 76 3.0
0 77 5.0
0 78 5.0
0 79 5.0
0 80 5.0
0 81 2.0
0 82 2.0
0 83 5.0
0 84 6.0
0 85 9.0
0 86 4.0
0 87 0.0
0 88 9.0
0 89 9.0
0 90 4.0
0 91 6.0
0 92 6.0
0 93 1.0
0 94 1.0
0 95 3.0
0 96 4.0
0 97 5.0
0 98 1.0
0 99 1.0
0 100 3.0
0 101 7.0
0 102 6.0
0 103 1.0
0 104 7.0
0 105 4.0
0 106 1.0
0 107 8.0
0 108 9.0
0 109 7.0
0 110 5.0
0 111 7.0
0 112 2.0
0 113 0.0
0 114 7.0
0 115 0.0
0 116 4.0
0 117 1.0
0 118 9.0
0 119 4.0
0 120 1.0
0 121 8.0
0 122 5.0
0 123 6.0
0 124 9.0
0 125 2.0
0 126 2.0
0 127 0.0
0 128 8.0
0 129 8.0
0 130 0.0
0 131 7.0
0 132 5.0
0 133 4.0
0 134 4.0
0 135 3.0
0 136 1.0
0 137 6.0
0 138 4.0
0 139 2.0
0 140 5.0
0 141 8.0
0 142 3.0
0 143 3.0
0 144 1.0
0 145 6.0
0 146 1.0
0 147 3.0
0 148 1.0
0 149 6.0
1 2 2.0
1 3 6.0
1 4 1.0
1 5 7.0
1 6 4.0
1 7 7.0
1 8 1.0
1 9 9.0
1 10 2.0
1 11 4.0
1 12 5.0
1 13 5.0
1 14 2.0
1 15 1.0
1 16 7.0
1 17 0.0
1 18 0.0
1 19 6.0
1 20 1.0
1 21 9.0
1 22 0.0
1 23 9.0
1 24 1.0
1 25 7.0
1 26 8.0
1 27 7.0
1 28 8.0
1 29 6.0
1 30 9.0
1 31 8.0
1 32 1.0
1 33 1.0
1 34 7.0
1 35 8.0
1 36 6.0
1 37 0.0
1 38 3.0
1 39 2.0
1 40 8.0
1 41 4.0
1 42 4.0
1 43 4.0
1 44 3.0
1 45 0.0
1 46 8.0
1 47 9.0
1 48 9.0
1 49 8.0
1 50 6.0
1 51 2.0
1 52 8.0
1 53 9.0
1 54 1.0
1 55 7.0
1 56 4.0
1 57 6.0
1 58 5.0
1 59 2.0
1 60 0.0
1 61 6.0
1 62 7.0
1 63 0.0
1 64 6.0
1 65 7.0
1 66 3.0
1 67 0.0
1 68 6.0
1 69 9.0
1 70 6.0
1 71 3.0
1 72 0.0
1 73 2.0
1 74 3.0
1 75 3.0
1 76 8.0
1 77 9.0
1 78 9.0
1 79 8.0
1 80 5.0
1 81 7.0
1 82 9.0
1 83 4.0
1 84 7.0
1 85 6.0
1 86 1.0
1 87 9.0
1 88 4.0
1 89 2.0
1 90 2.0
1 91 4.0
1 92 9.0
1 93 4.0
1 94 7.0
1 95 9.0
1 96 4.0
1 97 0.0
1 98 0.0
1 99 3.0
1 100 6.0
1 101 5.0
1 102 5.0
1 103 8.0
1 104 3.0
1 105 4.0
1 106 3.0
1 107 3.0
1 108 1.0
1 109 8.0
1 110 6.0
1 111 1.0
1 112 1.0
1 113 4.0
1 114 0.0
1 115 3.0
1 116 3.0
1 117 1.0
1 118 3.0
1 119 4.0
1 120 7.0
1 121 0.0
1 122 3.0
1 123 3.0
1 124 5.0
1 125 4.0
1 126 5.0
1 127 5.0
1 128 5.0
1 129 7.0
1 130 7.0
1 131 4.0
1 132 0.0
1 133 2.0
1 134 5.0
1 135 7.0
1 136 0.0
1 137 1.0
1 138 1.0
1 139 5.0
1 140 3.0
1 141 2.0
1 142 8.0
1 143 8.0
1 144 7.0
1 145 2.0
1 146 2.0
1 147 5.0
1 148 7.0
1 149 0.0
2 3 2.0
2 4 7.0
2 5 1.0
2 6 8.0
2 7 7.0
2 8 4.0
2 9 5.0
2 10 5.0
2 11 1.0
2 12 3.0
2 13 9.0
2 14 3.0
2 15 5.0
2 16 2.0
2 17 4.0
2 18 4.0
2 19 3.0
2 20 2.0
2 21 1.0
2 22 0.0
2 23 1.0
2 24 0.0
2 25 7.0
2 26 3.0
2 27 4.0
2 28 4.0
2 29 8.0
2 30 1.0
2 31 9.0
2 32 9.0
2 33 0.0
2 34 3.0
2 35 6.0
2 36 4.0
2 37 7.0
2 38 5.0
2 39 5.0
2 40 8.0
2 41 7.0
2 42 7.0
2 43 9.0
2 44 9.0
2 45 8.0
2 46 0.0
2 47 8.0
2 48 4.0
2 49 5.0
2 50 7.0
2 51 3.0
2 52 6.0
2 53 5.0
2 54 8.0
2 55 4.0
2 56 6.0
2 57 7.0
2 58 7.0
2 59 1.0
2 60 6.0
2 61 2.0
2 62 2.0
2 63 1.0
2 64 2.0
2 65 0.0
2 66 4.0
2 67 3.0
2 68 7.0
2 69 3.0
2 70 0.0
2 71 1.0
2 72 8.0
2 73 1.0
2 74 2.0
2 75 3.0
2 76 7.0
2 77 5.0
2 78 3.0
2 79 6.0
2 80 2.0
2 81 2.0
2 82 5.0
2 83 5.0
2 84 5.0
2 85 1.0
2 86 2.0
2 87 5.0
2 88 4.0
2 89 8.0
2 90 4.0
2 91 4.0
2 92 3.0
2 93 2.0
2 94 4.0
2 95 1.0
2 96 6.0
2 97 4.0
2 98 7.0
2 99 0.0
2 100 0.0
2 101 2.0
2 102 6.0
2 103 6.0
2 104 9.0
2 105 0.0
2 106 2.0
2 107 6.0
2 108 4.0
2 109 0.0
2 110 8.0
2 111 0.0
2 112 2.0
2 113 0.0
2 114 5.0
2 115 8.0
2 116 1.0
2 117 9.0
2 118 2.0
2 119 8.0
2 120 3.0
2 121 4.0
2 122 2.0
2 123 4.0
2 124 7.0
2 125 6.0
2 126 7.0
2 127 1.0
2 128 2.0
2 129 6.0
2 130 5.0
2 131 5.0
2 132 3.0
2 133 7.0
2 134 6.0
2 135 8.0
2 136 9.0
2 137 5.0
2 138 7.0
2 139 8.0
2 140 0.0
2 141 6.0
2 142 4.0
2 143 7.0
2 144 9.0
2 145 0.0
2 146 5.0
2 147 1.0
2 148 9.0
2 149 2.0
3 4 1.0
3 5 7.0
3 6 7.0
3 7 4.0
3 8 7.0
3 9 6.0
3 10 6.0
3 11 6.0
3 12 6.0
3 13 2.0
3 14 5.0
3 15 1.0
3 16 4.0
3 17 1.0
3 18 3.0
3 19 2.0
3 20 2.0
3 21 4.0
3 22 0.0
3 23 3.0
3 24 6.0
3 25 5.0
3 26 7.0
3 27 3.0
3 28 5.0
3 29 9.0
3 30 0.0
3 31 1.0
3 32 1.0
3 33 2.0
3 34 5.0
3 35 5.0
3 36 0.0
3 37 1.0
3 38 7.0
3 39 8.0
3 40 8.0
3 41 8.0
3 42 4.0
3 43 7.0
3 44 5.0
3 45 7.0
3 46 8.0
3 47 7.0
3 48 6.0
3 49 6.0
3 50 5.0
3 51 5.0
3 52 9.0
3 53 7.0
3 54 9.0
3 55 9.0
3 56 9.0
3 57 6.0
3 58 4.0
3 59 8.0
3 60 3.0
3 61 3.0
3 62 8.0
3 63 8.0
3 64 5.0
3 65 9.0
3 66 7.0
3 67 4.0
3 68 0.0
3 69 3.0
3 70 4.0
3 71 1.0
3 72 7.0
3 73 8.0
3 74 6.0
3 75 1.0
3 76 3.0
3 77 6.0
3 78 9.0
3 79 3.0
3 80 9.0
3 81 4.0
3 82 0.0
3 83 8.0
3 84 6.0
3 85 9.0
3 86 9.0
3 87 5.0
3 88 4.0
3 89 1.0
3 90 7.0
3 91 1.0
3 92 7.0
3 93 4.0
3 94 4.0
3 95 1.0
3 96 1.0
3 97 1.0
3 98 2.0
3 99 7.0
3 100 4.0
3 101 4.0
3 102 4.0
3 103 5.0
3 104 2.0
3 105 2.0
3 106 0.0
3 107 1.0
3 108 0.0
3 109 2.0
3 110 3.0
3 111 0.0
3 112 1.0
3 113 8.0
3 114 2.0
3 115 5.0
3 116 2.0
3 117 5.0
3 118 1.0
3 119 4.0
3 120 3.0
3 121 8.0
3 122 6.0
3 123 0.0
3 124 9.0
3 125 2.0
3 126 6.0
3 127 6.0
3 128 9.0
3 129 8.0
3 130 6.0
3 131 0.0
3 132 0.0
3 133 8.0
3 134 0.0
3 135 0.0
3 136 9.0
3 137 5.0
3 138 0.0
3 139 8.0
3 140 5.0
3 141 9.0
3 142 7.0
3 143 5.0
3 144 3.0
3 145 2.0
3 146 1.0
3 147 6.0
3 148 4.0
3 149 9.0
4 5 6.0
4 6 8.0
4 7 2.0
4 8 9.0
4 9 0.0
4 10 9.0
4 11 4.0
4 12 1.0
4 13 9.0
4 14 0.0
4 15 1.0
4 16 4.0
4 17 9.0
4 18 3.0
4 19 3.0
4 20 7.0
4 21 7.0
4 22 1.0
4 23 8.0
4 24 4.0
4 25 7.0
4 26 8.0
4 27 9.0
4 28 0.0
4 29 7.0
4 30 4.0
4 31 1.0
4 32 5.0
4 33 7.0
4 34 9.0
4 35 3.0
4 36 9.0
4 37 4.0
4 38 2.0
4 39 8.0
4 40 4.0
4 41 5.0
4 42 1.0
4 43 8.0
4 44 8.0
4 45 6.0
4 46 6.0
4 47 8.0
4 48 2.0
4 49 6.0
4 50 2.0
4 51 0.0
4 52 4.0
4 53 1.0
4 54 1.0
4 55 0.0
4 56 6.0
4 57 7.0
4 58 9.0
4 59 2.0
4 60 3.0
4 61 3.0
4 62 7.0
4 63 3.0
4 64 0.0
4 65 9.0
4 66 4.0
4 67 4.0
4 68 8.0
4 69 4.0
4 70 5.0
4 71 9.0
4 72 7.0
4 73 5.0
4 74 2.0
4 75 9.0
4 76 0.0
4 77 3.0
4 78 7.0
4 79 4.0
4 80 1.0
4 81 3.0
4 82 9.0
4 83 6.0
4 84 4.0
4 85 5.0
4 86 1.0
4 87 9.0
4 88 4.0
4 89 2.0
4 90 5.0
4 91 5.0
4 92 9.0
4 93 8.0
4 94 5.0
4 95 9.0
4 96 3.0
4 97 8.0
4 98 7.0
4 99 1.0
4 100 7.0
4 101 3.0
4 102 9.0
4 103 8.0
4 104 7.0
4 105 4.0
4 106 9.0
4 107 2.0
4 108 5.0
4 109 1.0
4 110 9.0
4 111 7.0
4 112 7.0
4 113 8.0
4 114 7.0
4 115 8.0
4 116 9.0
4 117 4.0
4 118 4.0
4 119 9.0
4 120 1.0
4 121 7.0
4 122 2.0
4 123 9.0
4 124 9.0
4 125 2.0
4 126 3.0
4 127 7.0
4 128 6.0
4 129 1.0
4 130 3.0
4 131 1.0
4 132 7.0
4 133 9.0
4 134 9.0
4 135 8.0
4 136 8.0
4 137 5.0
4 138 5.0
4 139 7.0
4 140 0.0
4 141 3.0
4 142 9.0
4 143 2.0
4 144 4.0
4 145 6.0
4 146 7.0
4 147 2.0
4 148 5.0
4 149 9.0
5 6 5.0
5 7 2.0
5 8 9.0
5 9 8.0
5 10 2.0
5 11 5.0
5 12 7.0
5 13 9.0
5 14 5.0
5 15 3.0
5 16 5.0
5 17 8.0
5 18 5.0
5 19 3.0
5 20 2.0
5 21 9.0
5 22 5.0
5 23 8.0
5 24 6.0
5 25 2.0
5 26 2.0
5 27 3.0
5 28 6.0
5 29 7.0
5 30 0.0
5 31 5.0
5 32 9.0
5 33 9.0
5 34 5.0
5 35 3.0
5 36 2.0
5 37 4.0
5 38 3.0
5 39 8.0
5 40 7.0
5 41 3.0
5 42 7.0
5 43 6.0
5 44 6.0
5 45 3.0
5 46 9.0
5 47 9.0
5 48 1.0
5 49 5.0
5 50 7.0
5 51 3.0
5 52 8.0
5 53 5.0
5 54 5.0
5 55 5.0
5 56 3.0
5 57 9.0
5 58 9.0
5 59 6.0
5 60 3.0
5 61 6.0
5 62 1.0
5 63 5.0
5 64 0.0
5 65 1.0
5 66 4.0
5 67 6.0
5 68 2.0
5 69 7.0
5 70 6.0
5 71 4.0
5 72 5.0
5 73 9.0
5 74 9.0
5 75 0.0
5 76 2.0
5 77 0.0
5 78 2.0
5 79 0.0
5 80 2.0
5 81 8.0
5 82 6.0
5 83 0.0
5 84 4.0
5 85 8.0
5 86 6.0
5 87 5.0
5 88 4.0
5 89 7.0
5 90 2.0
5 91 3.0
5 92 7.0
5 93 3.0
5 94 1.0
5 95 2.0
5 96 7.0
5 97 5.0
5 98 3.0
5 99 0.0
5 100 7.0
5 101 4.0
5 102 4.0
5 103 0.0
5 104 7.0
5 105 8.0
5 106 4.0
5 107 4.0
5 108 3.0
5 109 4.0
5 110 5.0
5 111 6.0
5 112 0.0
5 113 2.0
5 114 7.0
5 115 8.0
5 116 7.0
5 117 7.0
5 118 9.0
5 119 5.0
5 120 8.0
5 121 6.0
5 122 5.0
5 123 1.0
5 124 5.0
5 125 8.0
5 126 1.0
5 127 8.0
5 128 7.0
5 129 5.0
5 130 2.0
5 131 2.0
5 132 8.0
5 133 8.0
5 134 0.0
5 135 1.0
5 136 0.0
5 137 0.0
5 138 9.0
5 139 7.0
5 140 0.0
5 141 5.0
5 142 5.0
5 143 1.0
5 144 5.0
5 145 7.0
5 146 4.0
5 147 9.0
5 148 1.0
5 149 4.0
6 7 3.0
6 8 1.0
6 9 7.0
6 10 4.0
6 11 2.0
6 12 4.0
6 13 4.0
6 14 4.0
6 15 5.0
6 16 7.0
