25 2
0 1 9.0
0 2 6.0
0 3 0.0
0 4 6.0
0 5 1.0
0 6 4.0
0 7 3.0
0 8 4.0
0 9 4.0
0 10 3.0
0 11 3.0
0 12 0.0
0 13 0.0
0 14 3.0
0 15 3.0
0 16 3.0
0 17 1.0
0 18 8.0
0 19 3.0
0 20 0.0
0 21 3.0
0 22 3.0
0 23 4.0
0 24 6.0
1 2 8.0
1 3 9.0
1 4 2.0
1 5 0.0
1 6 8.0
1 7 1.0
1 8 7.0
1 9 4.0
1 10 3.0
1 11 1.0
1 12 8.0
1 13 8.0
1 14 7.0
1 15 8.0
1 16 2.0
1 17 8.0
1 18 8.0
1 19 8.0
1 20 4.0
1 21 4.0
1 22 6.0
1 23 8.0
1 24 0.0
2 3 8.0
2 4 2.0
2 5 4.0
2 6 1.0
2 7 5.0
2 8 2.0
2 9 3.0
2 10 6.0
2 11 0.0
2 12 1.0
2 13 3.0
2 14 3.0
2 15 1.0
2 16 9.0
2 17 7.0
2 18 3.0
2 19 6.0
2 20 4.0
2 21 5.0
2 22 8.0
2 23 6.0
2 24 2.0
3 4 6.0
3 5 1.0
3 6 9.0
3 7 4.0
3 8 5.0
3 9 5.0
3 10 4.0
3 11 2.0
3 12 8.0
3 13 5.0
3 14 7.0
3 15 6.0
3 16 5.0
3 17 2.0
3 18 2.0
3 19 6.0
3 20 4.0
3 21 3.0
3 22 5.0
3 23 2.0
3 24 7.0
4 5 9.0
4 6 7.0
4 7 8.0
4 8 3.0
4 9 3.0
4 10 1.0
4 11 6.0
4 12 8.0
4 13 6.0
4 14 8.0
4 15 2.0
4 16 8.0
4 17 0.0
4 18 8.0
4 19 8.0
4 20 5.0
4 21 8.0
4 22 6.0
4 23 3.0
4 24 1.0
5 6 1.0
5 7 5.0
5 8 1.0
5 9 2.0
5 10 3.0
5 11 2.0
5 12 0.0
5 13 6.0
5 14 2.0
5 15 8.0
5 16 9.0
5 17 8.0
5 18 8.0
5 19 6.0
5 20 9.0
5 21 1.0
5 22 8.0
5 23 7.0
5 24 6.0
6 7 0.0
6 8 6.0
6 9 9.0
6 10 1.0
6 11 0.0
6 12 2.0
6 13 0.0
6 14 3.0
6 15 8.0
6 16 9.0
6 17 4.0
6 18 6.0
6 19 0.0
6 20 6.0
6 21 6.0
6 22 8.0
6 23 7.0
6 24 0.0
7 8 5.0
7 9 5.0
7 10 5.0
7 11 8.0
7 12 4.0
7 13 8.0
7 14 5.0
7 15 9.0
7 16 0.0
7 17 8.0
7 18 4.0
7 19 1.0
7 20 0.0
7 21 1.0
7 22 8.0
7 23 7.0
7 24 8.0
8 9 8.0
8 10 0.0
8 11 7.0
8 12 9.0
8 13 8.0
8 14 8.0
8 15 4.0
8 16 3.0
8 17 7.0
8 18 3.0
8 19 9.0
8 20 0.0
8 21 2.0
8 22 1.0
8 23 4.0
8 24 0.0
9 10 8.0
9 11 8.0
9 12 2.0
9 13 7.0
9 14 0.0
9 15 7.0
9 16 3.0
9 17 6.0
9 18 4.0
9 19 8.0
9 20 9.0
9 21 2.0
9 22 9.0
9 23 1.0
9 24 1.0
10 11 7.0
10 12 6.0
10 13 6.0
10 14 2.0
10 15 7.0
10 16 2.0
10 17 6.0
10 18 3.0
10 19 1.0
10 20 0.0
10 21 5.0
10 22 4.0
10 23 9.0
10 24 8.0
11 12 9.0
11 13 1.0
11 14 1.0
11 15 8.0
11 16 2.0
11 17 7.0
11 18 9.0
11 19 5.0
11 20 3.0
11 21 5.0
11 22 1.0
11 23 1.0
11 24 0.0
12 13 9.0
12 14 5.0
12 15 7.0
12 16 0.0
12 17 8.0
12 18 0.0
12 19 2.0
12 20 3.0
12 21 2.0
12 22 3.0
12 23 2.0
12 24 2.0
13 14 0.0
13 15 8.0
13 16 5.0
13 17 6.0
13 18 0.0
13 19 7.0
13 20 5.0
13 21 4.0
13 22 3.0
13 23 6.0
13 24 7.0
14 15 9.0
14 16 7.0
14 17 3.0
14 18 3.0
14 19 4.0
14 20 3.0
14 21 7.0
14 22 1.0
14 23 2.0
14 24 5.0
15 16 9.0
15 17 2.0
15 18 1.0
15 19 2.0
15 20 6.0
15 21 6.0
15 22 5.0
15 23 8.0
15 24 9.0
16 17 4.0
16 18 8.0
16 19 7.0
16 20 3.0
16 21 2.0
16 22 9.0
16 23 6.0
16 24 6.0
17 18 7.0
17 19 7.0
17 20 5.0
17 21 9.0
17 22 9.0
17 23 0.0
17 24 9.0
18 19 0.0
18 20 0.0
18 21 1.0
18 22 0.0
18 23 8.0
18 24 7.0
19 20 9.0
19 21 2.0
19 22 8.0
19 23 6.0
19 24 9.0
20 21 2.0
20 22 1.0
20 23 0.0
20 24 7.0
21 22 1.0
21 23 4.0
21 24 3.0
22 23 4.0
22 24 3.0
23 24 3.0
